,artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
1568,Rockin' Dopsie,rock,album,In New Orleans,2001,5oRh522mXRJsQbdBaVDhOm,"If Clifton Chenier was the king of zydeco music, Rockin' Dopsie (pronounced doopsie) with his unequaled proficiency on the button accordion was its crown prince. Like Chenier, Dopsie was devoted to preserving the old French songs that form the basis of zydeco. He was born Alton Rubin in Carencro, LA, a small town near Lafayette. He spent much of his childhood picking cotton and working in the cane fields. His father played accordion and performed at local weekend house parties. <a href=""https://www.last.fm/music/Rockin%27+Dopsie"">Read more on Last.fm</a>",2282.0,9778.0,Rockin' Sidney,Queen Ida,Queen Ida & Her Zydeco Band
1569,Rocky Benton,rock,album,Let Them Talk,2001,2GK15oIyVN9eNU2t02zn0I," <a href=""https://www.last.fm/music/Rocky+Benton"">Read more on Last.fm</a>",12.0,14.0,,,
1570,Rocky Custer,rock,album,The Summer,2001,0ERr0G3X0b3iLAjjCMOgfH," <a href=""https://www.last.fm/music/ROCKY+CUSTER"">Read more on Last.fm</a>",37.0,136.0,Queen Regina,Jimmy Bravo,Sharon K.
1571,Rocket 350,rock,album,American Grease,2001,1eC27hrm6Dbktb5N2iaB89,"When music lovers indulge in Rocket 350's Elvis-tinged swagger, they are greeted by the combination of high-speed, rockabilly rock 'n' roll and a deep southern feel. Raised on a diet of Eddie Cochran, Gene Vincent and Johnny Burnette records, Rocket 350 keeps the music traditional, while cranking out a hard-rocking twist of its own. With its blend of four-on-the-floor drums, break-neck slap bass and scorching guitar, Rocket 350 plays rock 'n' roll the way it was meant to be played. <a href=""https://www.last.fm/music/Rocket+350"">Read more on Last.fm</a>",1823.0,12588.0,Blue Demon,Dead City Shakers,Slick pelt
1572,Rockshock,rock,album,Murdersound,2001,36L86qEyTOhZKAnw88aQvK," <a href=""https://www.last.fm/music/Rockshock"">Read more on Last.fm</a>",184.0,830.0,Human Force,Blade Attack,Spaceplanet
1573,Rocky Lazatin,rock,album,Kailan Mo Ako Mamahalin,2001,3OhmDVudvj9WeOL6eJ30Mv," <a href=""https://www.last.fm/music/Rocky+Lazatin"">Read more on Last.fm</a>",84.0,265.0,Idelle Martinez,Frederik Smith,Simon Pineda
1574,Rockmonster,rock,album,Interrupter,2001,7msg51LS1siJqxKKIbB2Rp," <a href=""https://www.last.fm/music/Rockmonster"">Read more on Last.fm</a>",98.0,1945.0,Reeperbahn,Carl-Michael Herlöfsson,Chocolate Barry
1575,ROCKIN' ICHIRO&BOOGIE WOOGIE SWING BOYS,rock,album,Helen…/JOSEPH,2001,1ViM32zScTSV7LbcKCKgSz," <a href=""https://www.last.fm/music/Rockin%27+Ichiro&Boogie+Woogie+Swing+Boys"">Read more on Last.fm</a>",66.0,288.0,MaD3,SHERBETS,ギターウルフ
1576,ENROCKE ROCK CHILENO,rock,album,Enrocke Chile Rock,2001,4qC6kqk5NQZl4129AFohlU," <a href=""https://www.last.fm/music/ENROCKE+ROCK+CHILENO"">Read more on Last.fm</a>",1.0,2.0,,,
1577,Antoine Rocks,rock,album,Electric Antoine Rocks Land,2001,79YQeCfqtDL2zOnjKaMafM," <a href=""https://www.last.fm/music/Antoine+Rocks"">Read more on Last.fm</a>",228.0,463.0,,,
1578,Dolly Rocker,rock,album,"Hello, Dolly Rocker!",2001,2Lxwho4I90cWVfMoH6fHkv," <a href=""https://www.last.fm/music/Dolly+Rocker"">Read more on Last.fm</a>",39.0,111.0,Terrapin,♫ Pink Floyd,
1579,Sexto Sentido Rock,rock,album,Gente Nueva,2001,0n8EndeOGtvYZ7twdwbbpP," <a href=""https://www.last.fm/music/Sexto+Sentido+Rock"">Read more on Last.fm</a>",86.0,404.0,Sueño de Pescado,Caras Extrañas,Don Osvaldo
1580,Sammy Hagar,rock,album,Masters Of Rock,2001,0YMgaE2tuRF70kDFHPp4mu,"Sammy Hagar, From Colton, California, was popular in the early- mid 1980's for fast paced, guitar-driven, hard rock with a masculine, lets-go-party attitude, joined the band Van Halen as lead vocalist after David Lee Roth's departure from the group. (Before joining Van Halen he sang lead vocals in Ronnie Montrose's classic rock band Montrose, and had some single output, notably his release, ""I Can't Drive 55"".) As much as it was public surprise when Hagar joined the band, so it was when he left. <a href=""https://www.last.fm/music/Sammy+Hagar"">Read more on Last.fm</a>",361421.0,3056216.0,Van Halen,Night Ranger,Tesla
1581,Quicksilver Messenger Service,rock,album,Masters Of Rock,2001,0Rly8Bl6HxCnOZwKkoGC8w,"Quicksilver Messenger Service is an American psychedelic rock band, formed in 1965 in San Francisco. Of all the bands that came out of the San Francisco area during the late 60s, Quicksilver Messenger Service typified the style, attitude and sound of that era. Dogged by early personnel changes, the original band in 1964 comprised of vocalist Dino Valenti, guitarist John Cipollina, David Freiberg on bass and vocals, Jim Murray on vocals and harmonica, and drummer Casey Sonoban. <a href=""https://www.last.fm/music/Quicksilver+Messenger+Service"">Read more on Last.fm</a>",258105.0,2449599.0,Country Joe & The Fish,Spirit,Moby Grape
1582,Manolo Muñoz,rock,album,Idolos del Rock,2001,6tR4391t4vtW961QNBfpyN,"Manolo Muñoz (March 14, 1941 – October 29, 2000) was a Mexican singer and actor, who was famous for an interpretation of the song ""Speedy Gonzales"" in the 1960s. He was also one of the first soloists in Latin America to sing romantic ballads, a style that later became popular with artists like José José, Victor Yturbe, and Luis Miguel. Muñoz, who was born Manuel Muñoz Velasco in La Barca, Jalisco, was also referred to as El Flaco Muñoz, El esqueleto (""Skeleton""), and El Hombre de la llamarada. <a href=""https://www.last.fm/music/+noredirect/Manolo+Mu%C3%B1oz"">Read more on Last.fm</a>",11341.0,52556.0,Cesar Costa,Los Rebeldes Del Rock,Los Hitters
1583,X,rock,album,I Love Rock 'n Roll,2001,4I7MHy3iA2fNziLUsqNiia,"X is an American punk rock band formed in Los Angeles, California in 1977. The original members are vocalist Exene Cervenka, vocalist-bassist John Doe, guitarist Billy Zoom and drummer D. J. Bonebrake. The band released seven studio albums from 1980 to 1993. After a period of inactivity during the mid-to-late 1990s, X reunited in the early 2000s and continues to tour as of 2023. X achieved limited mainstream success but influenced various genres of music, including punk rock, Americana, and folk rock. <a href=""https://www.last.fm/music/X"">Read more on Last.fm</a>",468404.0,7398378.0,Dead Boys,The Damned,Richard Hell and the Voidoids
1584,Da Bootleggers,rock,album,I Wanna Rock,2001,6wMiPaYUoosxuLvN4VumwR," <a href=""https://www.last.fm/music/Da+Bootleggers"">Read more on Last.fm</a>",8257.0,38919.0,GJ Warez,Oxley,Binum
1585,Cola,rock,album,All This Rock & Roll,2001,7dL9qo3UKPMTgshs3FWmOz,"Cola are a post-punk band from Montreal, Canada. The band consists of Tim Darcy (vocals, guitar) formerly of the band Ought and Evan Cartwright (drums) , known as the drummer in several acts including U.S. Girls and The Weather Station. On May 20, 2022, they released their debut studio album Deep in View. <a href=""https://www.last.fm/music/Cola"">Read more on Last.fm</a>",152011.0,1586877.0,Wombo,Ought,Deeper
1586,Speedfreaks,rock,album,Born A Rocker-Die A Rocker,2001,61Mv8loxAS3IoZ2M1P4Sx5,"The SPEED FREAKS were part of the early Milwaukee basement punk/hardcore scene. Forming in the Summer of 1984 and staying active throughout the next six years. The band self-released 'FREAKSHOW' in 1988 and quietly ceased to be in the Summer of 1992. Fast forward to Spring 2007, SPEED FREAKS reunite to party with old and new friends. http://www.myspace.com/speedfreaksnsc <a href=""https://www.last.fm/music/Speedfreaks"">Read more on Last.fm</a>",1008.0,11164.0,Sombra,Spice And The RJ Band,Halfway to Gone
1587,Wish,rock,album,Dead Lovers Rock,2001,4PdLnVZR2k28cH043k4U9H,"Wish is the name of more than one artist. 1) Wish is a project of Bart Smits (member of The Gathering in 1989-1992). Debut album Monochrome (1995) didn't gain much popularity, but is considered a rare underground classic by some fans. Its genre may be described as post doom or gothic rock. Wish tracks and video can be found at Wish (NL) 2) “Toronto band Wish play stripped-down psych rock, and on Retro Grade,” they manage to stuff a lot of spacey jamming into a two and a half minutes. <a href=""https://www.last.fm/music/Wish"">Read more on Last.fm</a>",16692.0,131497.0,Lucyfire,The Blood Divine,Betray My Secrets
1588,Gavin Black,rock,album,Seventh Generation Rock And Roll,2001,594HFqWFUcdfcIZm0Q891m," <a href=""https://www.last.fm/music/Gavin+Black"">Read more on Last.fm</a>",179.0,975.0,London Baroque,Simone Stella,Johann Jakob Froberger
1589,The Frotus Caper,rock,album,"Paper, Scissors, Rock & Roll",2001,4gQMOO43SizWM9nqJLKJFa," <a href=""https://www.last.fm/music/The+Frotus+Caper"">Read more on Last.fm</a>",20.0,64.0,Sara Cox,,
1590,The Last Resort,rock,album,Livin' the Rock 'n' Roll Dream,2001,1nOzFtArP2TypVB6VyETkL,"The Last Resort formed in 1980 after Roi Pearce had seen a band called The Rivals rehearsing. He met up with a guitarist called Charlie Duggan and Graham Saxby was recruited on vocals. At a subsequent Rivals gig, they found a drummer called Andy Benfield. Saxby left the band in early 1981, with Roi taking over on vocals and Arthur Kay being recruited to take over bass duties. This line-up played on the Strength Thru Oi! and Carry On Oi! compilation <a href=""https://www.last.fm/music/The+Last+Resort"">Read more on Last.fm</a>",31890.0,578773.0,The Business,The 4-Skins,Cockney Rejects
1591,Michael Schenker Group,rock,album,Masters of Rock (2000 Remaster),2001,2boXljh3BUb75mDiNrNXU2,"The Michael Schenker Group (M.S.G.) is a British hard rock band formed in 1979 by the former Scorpions and UFO guitarist Michael Schenker. It is characterized by modern-sounding hard rock with many extended solo periods in songs allowing Schenker to exhibit his talent. Schenker is a German guitarist, famous for his half-black, half-white Gibson Flying V guitar. 1980 to 1981 The MICHAEL SCHENKER GROUP is centred around the extreme guitar talents of ex-UFO and SCORPIONS guitarist MICHAEL SCHENKER, born in Sarstedt on January 10th 1955. <a href=""https://www.last.fm/music/Michael+Schenker+Group"">Read more on Last.fm</a>",198150.0,2601288.0,Michael Schenker,McAuley Schenker Group,UFO
1592,Agents,rock,album,Agents Is Rock Vol # 1,2001,7qpxmWzPRAbEEDOnNRNGwx,"There are at least two bands with the same name. 1) Agents is a Finnish band formed in 1979, playing rautalanka, schlager and rock music. The head figure and musical director of the band is solo guitarist Esa Pulliainen. Agents was founded in 1979 on the ruins of Tuomari Nurmio's band Köyhien ystävät. All former members of Köyhien ystävät, with the exception of Tuomari Nurmio, played in the original Agents. The band also recruited Esa's brother Kai Pulliainen and keyboard player Jukka Ollila. <a href=""https://www.last.fm/music/Agents"">Read more on Last.fm</a>",18994.0,261548.0,Agents & Jorma Kääriäinen,Topi Sorsakoski & Agents,Topi Sorsakoski
1593,Papando Moscas,rock,album,Mi Primer Rock,2001,7zXtMFpG84a0iWlGlZGSJP," <a href=""https://www.last.fm/music/Papando+Moscas"">Read more on Last.fm</a>",344.0,3072.0,Topa,Raly Barrionuevo,Luis Pescetti
1594,Nitzinger,rock,album,"Live at Rockpalalst (Live, Cologne, 2001)",2001,06LONytrgNpY2Y3bwRQuJR,"John Nitzinger is a Fort Worth, Texas guitarist and song writer. In the very early 1970s Nitzinger penned five songs for the Fort Worth band Bloodrock. When Bloodrock went gold, Nitzinger signed a contract with Capitol Records and his first album, the self titled Nitzinger, was released in 1971. In 1980, Nitzinger formed the band PM with Carl Palmer, formerly of Emerson, Lake and Palmer and others, which released a single album, One P.M., on Ariola records. In 1981, he joined Alice Cooper on the Special Forces tour. <a href=""https://www.last.fm/music/Nitzinger"">Read more on Last.fm</a>",2039.0,14658.0,John Nitzinger,Highway Robbery,Incredible Hog
1595,Ralph Rebel,rock,album,Surfin & Rockin,2001,1JrnVpSObB8hb4H09QQNR3," <a href=""https://www.last.fm/music/Ralph+Rebel"">Read more on Last.fm</a>",3737.0,14988.0,The Bitch Boys,The Retroliners,Alwaro Negro
1596,Emil Bulls,rock,album,Smells Like Rock 'N' Roll,2001,4ABbHp3SXTgm5khTDbjQYx,"Emil Bulls is a German alternative metal band that was formed in 1995 in Munich, Bavaria. The group consists of two guitarists, a bass guitar player, a drummer and a vocalist/guitarist. In 1995, Christoph ""Christ"" von Freydorf (vocals) and Stefan ""Fini"" Finauer (drums), pupils of a convent school, founded the band together with Christoph's church choir friend Jamie ""Citnoh"" Richardson (bass guitar). They were joined by Stephan Karl ""Moik"" and Franz Wickenhäuser (both guitar). <a href=""https://www.last.fm/music/Emil+Bulls"">Read more on Last.fm</a>",167190.0,6674596.0,4Lyn,Kontrust,Element Eighty
1597,Jingle Bells Christmas Music,rock,album,Jingle Bell Rock,2001,4aP3aHeZPFkq1x6oYQbkR2," <a href=""https://www.last.fm/music/Jingle+Bells+Christmas+Music"">Read more on Last.fm</a>",51.0,105.0,Judi Cranston,,
1598,Geraldine,rock,album,Pure Bastard Rock,2001,54p3eckbiDgywYpYTIsxak,"1) French pop singer Geraldine, perform song ""Quel Cœur Vas-tu Briser?"" from Eurovision 1967 - Vienna 2) Geraldine, from Athens, OH, plays bluesy punk inspired by Howlin' Wolf, the Rolling Stones, The Who, and New York punk from the '70s. The group began releasing singles on the Anyway/Revolver imprint, including 1995's self-titled 7"", 1996's Cotton, and 1997's K-Tel Whore. The band also appeared at trash-rock festivals across the U.S. and toured with the likes of Bantam Rooster <a href=""https://www.last.fm/music/Geraldine"">Read more on Last.fm</a>",6000.0,21349.0,Katie Melua & Eva Cassidy,Same Difference,Jocelyne
1599,Jimmy Johnson,rock,album,Ma Bea's Rock,2001,3eYnQiKxNIP9jESmcRWWQ1,"There are numerous artists with this name, including: 1) Jimmy Johnson (born James Earl Thompson in Holly Springs, Mississippi, on 25 November 1928; died January 2022) was an American blues guitarist and singer. 2) Jimmy Johnson (born James Franklin Johnson in Fordyce, Arkansas, on February 23, 1926; died in Los Angeles on November 25, 2000) was an American blues musician. 3) Jimmy Johnson (born Jimmy Ray Johnson on February 4, 1943, Sheffield <a href=""https://www.last.fm/music/Jimmy+Johnson"">Read more on Last.fm</a>",21933.0,150593.0,Phillip Walker,Cecil Gant,Carey & Lurrie Bell
1600,Scenester,rock,album,spoon-fed corporate rock,2001,7D1Tw7KxvOvaMqWiMXUHH1,"Punky rock band from Albuquerque, New Mexico, USA. Usually plays at the Atomic Cantina. <a href=""https://www.last.fm/music/Scenester"">Read more on Last.fm</a>",84.0,226.0,Romeo Goes To Hell,The Hollis Wake,The Dirty Novels
1601,Stevie Rigo,rock,album,Billy Bob Rocks On,2001,2dwVuicaqwCPtO54AkDqJz," <a href=""https://www.last.fm/music/Stevie+Rigo"">Read more on Last.fm</a>",2.0,2.0,,,
1602,NUD,rock,album,Stuck Between Rock and a Hard Place,2001,5hSof6iT0GAjzW45Ayyij3,"Since the handshake of Daniel and Ian, a late night (or maybe it was a early morning?) back in 1996, agreeing on starting a band, the music of Daniel, Hanseman, Inti, Tori and Ian have been teasing ears and souls. With this excact line-up, excluding the original drummer Arild, who left the band late 1997, the group have wandered from the leaves of hip-hop/funk-pop unto the lands and maze of electro-rock. On the rebound of losing the drummer, and under great influence of the Bristol sound <a href=""https://www.last.fm/music/Nud"">Read more on Last.fm</a>",1509.0,13106.0,Mat3r Dolorosa,The 39Steps,Between The Now
1603,Runrig,rock,album,"Live at Rockpalast (Christmas Special) [Live, Cologne, 2001]",2001,516ByZ5zpxnulsNtE28aUI,"Runrig were a Scottish folk rock band founded by brothers Calum and Rory Macdonald in 1973 in Portree, Isle of Skye, Scotland. The band was popular across the United Kingdom, Denmark and Germany and was notable for combining original songs in Gaelic with a rock sound, thus reflecting the Gaelic culture. Runrig began in 1973 as a three-piece named the ""Run Rig Dance Band"", its members comprising Calum Macdonald and Rory Macdonald, and their friend, accordionist Blair Douglas. <a href=""https://www.last.fm/music/Runrig"">Read more on Last.fm</a>",113988.0,2502030.0,Mànran,Tide Lines,Big Country
1604,Errortype 11,rock,album,Amplified to Rock,2001,3G3CQmr76mc5Up8L94w5bD," <a href=""https://www.last.fm/music/+noredirect/Errortype+11"">Read more on Last.fm</a>",1068.0,6686.0,Garrison,Stillsuit,World's Fastest Car
1605,Shotgun,rock,album,Sons of Rockabilly,2001,7mgvtqPavJlWfx0rst13CK,"There is more than one artist with this name (1) A Detroit funk group whose enthusiasm didn't pay off in hit singles. Trumpeter Richard Sebastian, saxophonist Greg Ingram, keyboardist/lead guitarist Billy Talbert, guitarist Ernest Latimore, bassist Larry Austin, drummer/vocalist Tyrone Steels, and percussionist Leslie Carter made entertaining songs in the best Ohio Players/Slave/Cameo mode but never could land the elusive hit. They also toured with Rick James while recording for ABC, MCA, and Montage in the late '70s and early '80s. <a href=""https://www.last.fm/music/Shotgun"">Read more on Last.fm</a>",13794.0,64841.0,Cheri,Toba,Val Young
1606,Flying Steps,rock,album,King Of Rock,2001,2PhW8vCj7uesyeflISFvnV,"Flying Steps is a German breakdance crew, founded in 1993. Members include Amigo, Crazy B, Lil' B, Cash, Derril, Vartan, Mikel and Benny. They have won many breakdancing competitions and also released some singles and albums. Flying Steps has also appeared in some videos of an electro music project Music Instructor. Singles * In Da Arena (Situation) / We Gonna Rock It (2000) * We Are Electric (2000) * Breakin' It Down (2001) * We Gonna Rock It (2001) <a href=""https://www.last.fm/music/Flying+Steps"">Read more on Last.fm</a>",32521.0,408663.0,Jamix Project,elSKemp,Music Instructor
1607,Don Henry,rock,album,Flowers And Rockets,2001,0G6jDBiAxt3J6wwzjhzo5w,"Grammy Award winner Don Henry's songs have been recorded by legends like: Ray Charles, Patti Page and Conway Twitty By country crooners like: Gene Watson, John Conlee and B.J. Thomas By young hit makers of today like: Blake Shelton, Lonestar and Kathy Mattea … and the list goes on. But his songs shine most when heard by the very artist who wrote them in the concerts he performs across the country. Don Henry is a veteran of 28 years in the music business. <a href=""https://www.last.fm/music/Don+Henry"">Read more on Last.fm</a>",471.0,2865.0,Michael Croke,Don Henry & Craig Carothers,The Story
1608,Mo-Teck & The Kreu,rock,album,Soul Hard Rock,2001,2JkRi5fBjvHnWKDtShQxgM," <a href=""https://www.last.fm/music/Mo-Teck+&+The+Kreu"">Read more on Last.fm</a>",3.0,7.0,,,
1609,Doctor Snob,rock,album,Mierda de Rock and Roll,2001,79xEBQWF6EN5z73Rz9Gm4f," <a href=""https://www.last.fm/music/Doctor+Snob"">Read more on Last.fm</a>",25.0,502.0,Los De Marras,Heredeiros Da Crus,Segismundo Toxicómano
1610,John Ashley,rock,album,Born to Rock,2001,0pwGzZ1SNXgHN0YcC6K8gz," <a href=""https://www.last.fm/music/John+Ashley"">Read more on Last.fm</a>",780.0,3044.0,Billy Adams,Jo Ann Campbell,Robin Luke
1611,Keiko Lee,rock,album,ウィ・ウィル・ロック・ユー,2001,18uA7OcHK90885z8dI5gJx,"Keiko Lee is a Korean jazz pianist and singer. Born in Handa City, Japan, Lee's musical career began as an accompanist in the jazz clubs of Nagoya. Her own singing, however, soon began to attract notice, and she has become a prominent performer and recording artist. <a href=""https://www.last.fm/music/Keiko+Lee"">Read more on Last.fm</a>",24851.0,211173.0,Estelle Kokot,Ruth Cameron,Phoebe Partridge
1612,Hot Rockin',rock,album,We're Hot We're Rockin',2001,2fBF7bBYoNQKs4e9BEeSzW," <a href=""https://www.last.fm/music/Hot+Rockin%27"">Read more on Last.fm</a>",104.0,720.0,The Slapbacks,Crazy Cavan,Buick 55's
1613,Lee Rocker,rock,album,Blue Suede Nights - Live Rockabilly,2001,6nyOmDRYPqmQmT9zYzlSoe,"Lee Rocker (born August 3, 1961 in Long Island, New York) is a rockabilly double bass player. He is best known for his time as a member of Stray Cats. He is now a solo musician. Rocker has reunited with former Stray Cats band members Brian Setzer and Slim Jim Phantom and they toured the U.S. with The Pretenders and ZZ Top in the summer of 2007. Lee Rocker released Black Cat Bone in August 2007, an album featuring his loyal musicians Brophy Dale on guitar and Jimmy Sage on drums <a href=""https://www.last.fm/music/Lee+Rocker"">Read more on Last.fm</a>",82677.0,687963.0,John Lindberg Trio,Gene Vincent,Brian Setzer
1614,Diana & The Rockatones,rock,album,Howdy!,2001,5DpZvOWEd0tMdyNzR09Nkr," <a href=""https://www.last.fm/music/Diana+&+The+Rockatones"">Read more on Last.fm</a>",55.0,260.0,The Slapbacks,Betty and the Bops,Crazy Cavan & The Rhythm Rockers
1615,Jimmie Bratcher,rock,album,Honey in the Rock,2001,2XdHAwcCaD7QllEFJRuuzk,"The Blues -- it's all about the soul of a man. Who better to play the blues than a man who lost it all only to regain it again? That's what The Reverend Jimmie Bratcher is about! A man who gave up his love of the blues for a higher calling, only to have the blues come back to him as his higher calling 20 years later. A boy who went to Memphis to follow a dream that over 25 years later is realized every time he steps on the stage in blues clubs like Club Isaac Hayes in Memphis or The Ground Zero in Clarksdale Mississippi. <a href=""https://www.last.fm/music/Jimmie+Bratcher"">Read more on Last.fm</a>",285.0,5024.0,Tas Cru,Darrell Mansfield,Mississippi MacDonald
1616,Gyogun Rends,rock,album,Red Socks!! Lets Rock,2001,6fkYT9QBO0xaMTfRNiWL9l," <a href=""https://www.last.fm/music/+noredirect/Gyogun+Rends"">Read more on Last.fm</a>",39.0,315.0,The Neatbeats,Lulu's Marble,MaD3
1617,Rickie Lee Jones,rock,album,Live at Red Rocks,2001,05vklTaLgl9ntdeH6wukVM,"Rickie Lee Jones (born November 8, 1954) is a two-time Grammy Award-winning vocalist, musician, songwriter, and producer from the United States. Over the course of a 45+ year career, Jones has recorded in various musical styles including R&B, blues, pop, soul, and jazz standards. Rickie Lee Jones is a singer songwriter whose style leans on jazz and pop/R&B timing and personification. Jones settled in LA at the age of nineteen, doing the classic waiting tables stuff until she landed a recording contract with Warners. <a href=""https://www.last.fm/music/Rickie+Lee+Jones"">Read more on Last.fm</a>",308171.0,2856717.0,Shawn Colvin,Joan Armatrading,Natalie Merchant
1618,Levente Szörényi,rock,album,Szörényi Levente - Bródy János: Kőműves Kelemen - rockballada (részletek),2001,7jp60tgBguWUxQ50SSjAUe," <a href=""https://www.last.fm/music/Levente+Sz%C3%B6r%C3%A9nyi"">Read more on Last.fm</a>",3435.0,69119.0,Illés-Ensemble,Réka Juhász,Korál
1619,Os Thompsons,rock,album,Sheena Is a Punk Rocker,2001,3jbL6SXCcH2rBMxl1L4pEi,"Os Thompsons são mais uma amostra do punk rock gaúcho que gerou prodígios tão originais, como os Replicantes e o Tequila Baby. Apesar de toda a base ser em cima de Ramones, eles incorporam o hardcore melódico em seu som e outros clichês universais, enquanto a tradicional tosqueira urrada do punk gaúcho e suas letras bagaceiras, ficaram em plano secundário - isso pode ser bom ou ruim, depende da proposta da banda. Como referência, poderia citar um exemplo candango <a href=""https://www.last.fm/music/Os+Thompsons"">Read more on Last.fm</a>",1704.0,19256.0,Sapo Banjo,Carbona,Holly Tree
1620,Sly & Robbie,rock,album,The Wonderful Sound of Lovers Rock,2001,6MdJw6qpZc4saZEnmsSPQm,"Sly & Robbie may well be the most prolific recording artists ever. One staggering estimate is that they have played on or produced some 200,000 songs. Sly & Robbie are reggae's longest lasting production team. The rhythm section of drummer Lowell Dunbar (nicknamed Sly after Sly Stone, one of his favorite musicians) and bass guitarist Robert Shakespeare started working together in the mid 1970s, after having established themselves separately on the Jamaican music scene. <a href=""https://www.last.fm/music/Sly+&+Robbie"">Read more on Last.fm</a>",147253.0,1345106.0,Dennis Bovell,Half Pint,Dennis Brown
1621,J.R.,rock,album,The Sound of Rock'n'roll,2001,4zGsnteyRtqpCmqUsYoA0A,"The familiar R&B voice behind many of CCM’s memorable hooks, is a versatile crooner and multi-talented producer with unmistakable style. His impressive list of collaborations includes “Cry No More” (Holy Culture/The Cross Movement), “N.F.L. (New Found Love)” (Moment of Truth/Da’ T.R.U.T.H.) and“My Clothes, My Hair” (The Thesis/The Ambassador) to name a few. He’s the point man behind So Hot Productions, the heavily sought after production <a href=""https://www.last.fm/music/J.R."">Read more on Last.fm</a>",18453.0,92180.0,R-Swift,K-Drama,The Ambassador
1622,Trond Granlund,rock,album,På Vei Til Rock'n Roll,2001,5B5SkDZaf2BX67JnFM4IW1,"Trond Granlund (born 29. juli 1950 in Oslo) is an Norwegian singer, composer and guitarist.. Granlund released his first record in 1973 and his first album in 1976. He won ""Spellemannsprisen"" for Pleasant Surprise in 1981 and Gammleng-prize i categori pop in 1985. Granlund (1976) Utstøtt (1977) Made In Manchester (1978) Starstruck (1979) Eloise (1980) Pleasant Surprise (1981) Stay The Night (1982) Driftin’ (1983) Hearts In Danger (1985) The Ride (1986) <a href=""https://www.last.fm/music/Trond+Granlund"">Read more on Last.fm</a>",3644.0,34156.0,Henning Kvitnes,Hilde Heltberg,Finn Kalvik
1623,Big In Japan,rock,album,Destroy the New Rock,2001,7uYZHDixaOmZZz4skhQbZK,"There are three bands with this name: 1. Big in Japan were an influential art punk band that emerged from Liverpool, England in 1977 . They started off playing gigs around Liverpool along with Wah Heat!. The band was well known for its eccentric cast, who would later on become iconoclasts, and their unique, often scandalous stage shows. It was the seed for most of the members going on to pursue further influential projects. 2. a pop rock band from Reno, NV that existed 1999 - 2007. <a href=""https://www.last.fm/music/Big+In+Japan"">Read more on Last.fm</a>",10105.0,76475.0,Pink Military,Lori & The Chameleons,Those Naughty Lumps
1624,BZS,rock,album,Music on the Rocks,2001,5E3o1qFw1MiwJFWkkZSUxI," <a href=""https://www.last.fm/music/Bzs"">Read more on Last.fm</a>",325.0,637.0,Doc Martin & Tony Hewitt,De'Ranged,Mansfield
1625,René Shuman,rock,album,Set the clock on rock,2001,4GhgT7ov72ob1UoAlptTVw," <a href=""https://www.last.fm/music/+noredirect/REN%C3%89+SHUMAN"">Read more on Last.fm</a>",288.0,1228.0,,,
1626,Tezzah,rock,album,"I Used to Be Jungle, But Now I'm Rock 'n' Roll",2001,4zytXS6IksJALC4uT9DWcM," <a href=""https://www.last.fm/music/Tezzah"">Read more on Last.fm</a>",3.0,9.0,,,
1627,Joel Clemons & The Lemons,rock,album,Jazz On The Rocks,2001,4nJ6tVphAxi0HUAnGJ0z3O," <a href=""https://www.last.fm/music/Joel+Clemons+&+The+Lemons"">Read more on Last.fm</a>",79.0,307.0,Dorothy Collins,,
1628,Musical Cast Raimund Theater,rock,album,Hair - The American Tribal Love Rock Musical,2001,4pfESDzgwIgT2ipnuXZFXW," <a href=""https://www.last.fm/music/Musical+Cast+Raimund+Theater"">Read more on Last.fm</a>",392.0,4784.0,Ensemble Operettenhaus Hamburg,"Original German Cast Of: ""Elisabeth""",Marie Antoinette (Original Soundtrack)
1629,Gigantor,rock,album,Back to the Rockets,2001,767o8vcTmunfW15RnJWS1E,"There is more than one artist with this name: 1) Gigantor is Indonesian Thrash metal band that was formed in Jakarta, Indonesia on May 6th 2006. The band was the next incarnation of Giant (which formed in 2002) by Rizky (vocals) and Irfan (drums). In the absence of their bandmates, they decided to recruit their former bandmates from both highschool band. Then came Dipo (guitar) and Barata (bass) to complete their line-up and made the band lives again. <a href=""https://www.last.fm/music/Gigantor"">Read more on Last.fm</a>",5020.0,54052.0,Social Black Yelling,Speedkill,Rajasinga
1630,Os Nazaritos,rock,album,"Meu Papai, Minha Mamãe, Minha Irmã e Meu Irmão, Ao Vivo no Rock In Rio 2001 (Remasterizado 2001)",2001,35EHYH67ZHD6iBrErRK9hA," <a href=""https://www.last.fm/music/Os+nazaritos"">Read more on Last.fm</a>",370.0,6432.0,Os Nazarenos,Fruto Sagrado,KatsBarnea
1631,The Tone,rock,album,Here's Another Reason... (To Believe in Rock'n'Roll),2001,5081MavvAto2RHEd6hLDI0," <a href=""https://www.last.fm/music/The+Tone"">Read more on Last.fm</a>",11879.0,60623.0,Bavasso,Javier de Galloy,Spiral 3
