artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Tony Bennett,orchestra,track,Evenin' (with Ray Charles),2001,3BYcF3H1qbzBPkuhXNbC9z,"Anthony Dominick Benedetto, known professionally as Tony Bennett, was an American singer of traditional pop standards, big band, show tunes and jazz. He is also a painter, having created works under his birth name that are on permanent public display in several institutions. He is the founder of the Frank Sinatra School of the Arts in Astoria, Queens, New York. Bennett began singing at an early age. He fought in the final stages of World War II as a U. <a href=""https://www.last.fm/music/Tony+Bennett"">Read more on Last.fm</a>",1611684,16229778,Tony Bennett & Lady Gaga,"Harry Connick, Jr.",Nat King Cole
Giacomo Puccini,orchestra,track,"Puccini: Gianni Schicchi, Act 1: ""O mio babbino caro"" (Lauretta)",2001,2dtHXRiCTQK5JjRkACkx6J,"Giacomo Antonio Domenico Michele Secondo Maria Puccini (December 22, 1858 – November 29, 1924) is regarded as one of the great operatic composers of the late 19th and early 20th century. Although he wrote only twelve operas, Puccini's works dominate the operatic stage, particularly in the United States, where, according to Opera America, Madama Butterfly and La Bohème are the two most frequently performed operas respectively, with Tosca being eighth and Turandot being twelfth on the same list. <a href=""https://www.last.fm/music/Giacomo+Puccini"">Read more on Last.fm</a>",642499,6830785,Giuseppe Verdi,Gaetano Donizetti,Vincenzo Bellini
Sergei Rachmaninoff,orchestra,track,"Prelude in C Sharp Minor, Op. 3, No. 2 (Arr. Orchestra) - Live",2001,6fA0tE03b4jVjOOrUy9GSQ,"Sergei Vasilyevich Rachmaninoff (1 April [O.S. 20 March] 1873 – 28 March 1943) was a Russian composer, pianist, and conductor. He is recognised as a prominent figure in late Romantic-era music, with a style that evolved from early influences such as Tchaikovsky and Rimsky-Korsakov to a more individual approach characterised by lyrical melodies, expressive harmonies, and complex textures. The piano played a central role in his compositions, and his experience as a performer informed his writing for the instrument. <a href=""https://www.last.fm/music/Sergei+Rachmaninoff"">Read more on Last.fm</a>",1116990,16414563,Franz Liszt,Dmitri Shostakovich,Robert Schumann
Franz Lehár,orchestra,track,"Die lustige Witwe, Act II: Vilja-Lied",2001,20TuPT0wbLQdn9y8n2d3Ga,"Franz Lehár (Lehár Ferenc 30 April 1870 – 24 October 1948) was a Hungarian composer, mainly known for his operettas. Lehár was born in Komárom, Hungary (now Komarno, Slovakia), as the eldest son of a bandmaster in the army. He studied violin and composition at the Prague Conservatory but was advised by Antonín Dvořák to focus on composing music. After graduation in 1899 he joined his father's band in Vienna, as assistant bandmaster. In 1902 he became conductor at the historic Vienna Theater an der Wien <a href=""https://www.last.fm/music/+noredirect/Franz+Leh%C3%A1r"">Read more on Last.fm</a>",39922,195043,Robert Stolz,Emmerich Kálmán,Enrico Toselli
John Williams,orchestra,track,Fluffy's Harp,2001,0obKFDzE3dlnDLqkNPLUkx,"There are at least five artists with this name; 1) John Towner Williams (born February 8, 1932) is an American composer, conductor, and pianist. With a career spanning over six decades, he has composed some of the most popular, recognizable, and critically acclaimed film scores in cinematic history, including those of the Star Wars series, Jaws, Close Encounters of the Third Kind, Superman, E.T. the Extra-Terrestrial, the Indiana Jones series, the first two Home Alone films <a href=""https://www.last.fm/music/John+Williams"">Read more on Last.fm</a>",2075733,63107596,James Horner,Nicholas Hooper,Patrick Doyle
Richard Strauss,orchestra,track,"Der Rosenkavalier, Op. 59, TrV 227 / Act 1: ""Di rigori armato il seno""",2001,5JiNISSKgdUNSctKuG0Gj5,"Richard Strauss (11th June 1864 – 8th September 1949) was a German composer of the late Romantic era and early modern eras, particularly noted for his tone poems and operas which include Der Rosenkavalier and Salome; his lieder, especially his Four Last Songs; and his tone poems Death and Transfiguration, Till Eulenspiegel's Merry Pranks, Also sprach Zarathustra, An Alpine Symphony, and other orchestral works, such as Metamorphosen. Strauss was also a prominent conductor throughout Germany and Austria. <a href=""https://www.last.fm/music/Richard+Strauss"">Read more on Last.fm</a>",523032,4025955,Gustav Mahler,Johannes Brahms,Ludwig van Beethoven
London Metropolitan Orchestra,orchestra,track,"Band of Brothers - Suite One (From the HBO Miniseries ""Band of Brothers"" Soundtrack)",2001,7EhtFc6RCy6LdrlKfuAB0Z,"Also known as The London Metropolitan Orchestra, the LMO is London’s finest multimedia orchestra and has been engaged by all the major Hollywood studios and worldwide record companies since its formation in 1994. The orchestra employs London’s best musicians renowned for their virtuosity, combining to give universally acclaimed performances. LMO has worked with many of film music’s best known composers such as Michael Kamen, Howard Shore, Danny Elfman <a href=""https://www.last.fm/music/London+Metropolitan+Orchestra"">Read more on Last.fm</a>",69633,667979,The London Metropolitan Orchestra,Zoe Kamen,Hugh Bean/New Philharmonia Orchestra/Sir Adrian Boult
Richard Wagner,orchestra,track,"Wagner: Tannhäuser, Act 2: ""Den Gott der Liebe sollst du preisen"" (Tannhäuser, Elisabeth, Wolfram)",2001,5vMMCl0r0ct71T7H5h1mnD,"Wilhelm Richard Wagner (22 May 1813 – 13 February 1883) was a German composer, theatre director, polemicist, and conductor who is chiefly known for his operas (or, as some of his later works were later known, ""music dramas""). Unlike most opera composers, Wagner wrote both the libretto and the music for each of his stage works. Initially establishing his reputation as a composer of works in the romantic vein of Carl Maria von Weber and Giacomo Meyerbeer <a href=""https://www.last.fm/music/Richard+Wagner"">Read more on Last.fm</a>",851141,10079704,Giuseppe Verdi,Richard Strauss,Ludwig van Beethoven
Richard Wagner,orchestra,track,"Wagner: Tannnhäuser, Act 2: ""Dort ist sie, nihe dich ihr ungestört"" (Wolfram, Tannhäuser, Elisabeth)",2001,6TToSoesijJMUzixsrbmZg,"Wilhelm Richard Wagner (22 May 1813 – 13 February 1883) was a German composer, theatre director, polemicist, and conductor who is chiefly known for his operas (or, as some of his later works were later known, ""music dramas""). Unlike most opera composers, Wagner wrote both the libretto and the music for each of his stage works. Initially establishing his reputation as a composer of works in the romantic vein of Carl Maria von Weber and Giacomo Meyerbeer <a href=""https://www.last.fm/music/Richard+Wagner"">Read more on Last.fm</a>",851141,10079704,Giuseppe Verdi,Richard Strauss,Ludwig van Beethoven
Stephen Warbeck,orchestra,track,The Recruiting Officer [Captain Corelli's Mandolin - Original Motion Picture Soundtrack],2001,1IfbjM3KEy0z10TDxSflkx,"Stephen Warbeck (born 1953) is a British composer, best known for his film and television scores. He is the winner of the 1998 Academy Award for original musical or comedy score for Shakespeare in Love. <a href=""https://www.last.fm/music/Stephen+Warbeck"">Read more on Last.fm</a>",102776,641524,William Ross,Fernando Velázquez,Martin Phipps
Hans Zimmer,orchestra,track,Now We Are Free - Maximus Mix,2001,1pYlnfqZQvK3JuXfsfARwC,"Hans Florian Zimmer (born 12 September 1957) is a German film score composer and record producer. Since the 1980s, he has composed music for over 150 films. His works include The Lion King, for which he won the Academy Award for Best Original Score in 1995, the Pirates of the Caribbean series, The Thin Red Line, Gladiator, The Last Samurai, and The Dark Knight Trilogy. Zimmer spent the early part of his career in the United Kingdom before moving to the United States. <a href=""https://www.last.fm/music/Hans+Zimmer"">Read more on Last.fm</a>",2426895,126090296,Hans Zimmer & James Newton Howard,Ludwig Göransson,James Horner
London Metropolitan Orchestra,orchestra,track,"Band of Brothers - Suite Two (From the HBO Miniseries ""Band of Brothers"" Soundtrack)",2001,0afZX50fvjXE0WKFahBLJK,"Also known as The London Metropolitan Orchestra, the LMO is London’s finest multimedia orchestra and has been engaged by all the major Hollywood studios and worldwide record companies since its formation in 1994. The orchestra employs London’s best musicians renowned for their virtuosity, combining to give universally acclaimed performances. LMO has worked with many of film music’s best known composers such as Michael Kamen, Howard Shore, Danny Elfman <a href=""https://www.last.fm/music/London+Metropolitan+Orchestra"">Read more on Last.fm</a>",69633,667979,The London Metropolitan Orchestra,Zoe Kamen,Hugh Bean/New Philharmonia Orchestra/Sir Adrian Boult
John Williams,orchestra,track,The Chess Game,2001,3fdfhvpCpxErUVcWnPLc2I,"There are at least five artists with this name; 1) John Towner Williams (born February 8, 1932) is an American composer, conductor, and pianist. With a career spanning over six decades, he has composed some of the most popular, recognizable, and critically acclaimed film scores in cinematic history, including those of the Star Wars series, Jaws, Close Encounters of the Third Kind, Superman, E.T. the Extra-Terrestrial, the Indiana Jones series, the first two Home Alone films <a href=""https://www.last.fm/music/John+Williams"">Read more on Last.fm</a>",2075733,63107596,James Horner,Nicholas Hooper,Patrick Doyle
Johann Sebastian Bach,orchestra,track,"Bach, JS: Matthäus-Passion, BWV 244, Pt. 1: No. 1, Chor. ""Kommt, ihr Töchter helft mir klagen""",2001,0xP2fn9XMV59jdK3sw8jKk,"Johann Sebastian Bach (31 March 1685 – 28 July 1750) was a German composer and musician of the late Baroque period. He composed a wide range of music across various instruments and forms, including orchestral works such as the Brandenburg Concertos; solo instrumental pieces like the cello suites and the sonatas and partitas for solo violin; keyboard compositions including the Goldberg Variations and The Well-Tempered Clavier; organ works such as <a href=""https://www.last.fm/music/Johann+Sebastian+Bach"">Read more on Last.fm</a>",2409686,93303532,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Georg Friedrich Händel
Wolfgang Amadeus Mozart,orchestra,track,"Oboe Concerto in C Major, K. 314: III. Rondo. Allegretto (Cadenza: Wolfgang)",2001,63kHt9dnIKiCobKqMsgahS,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",2417021,69063685,Ludwig van Beethoven,Johann Sebastian Bach,Franz Schubert
Charlie Haden,orchestra,track,El Ciego (The Blind) - Instrumental,2001,5EBxRbmE3s21ixXA2YSsqR,"Charles Edward ""Charlie"" Haden (August 6, 1937 – July 11, 2014) was an American jazz double bass player, known for his long association with saxophonist Ornette Coleman, pianist Keith Jarrett, and his Liberation Music Orchestra, a group he co-led with pianist Carla Bley. Haden was born in Shenandoah, Iowa, and was raised on a farm. His family was exceptionally musical; they performed together frequently on the radio, playing country music and American folk songs as the Haden Family Band. <a href=""https://www.last.fm/music/Charlie+Haden"">Read more on Last.fm</a>",168300,1531916,Charlie Haden Quartet West,Charlie Haden & Pat Metheny,Keith Jarrett
Antonio Vivaldi,orchestra,track,"The 4 Seasons: Violin Concerto in G Minor, Op. 8, No. 2, RV 315, ""L'estate"" (Summer): III. Presto",2001,0ifarBEWNchN37jbwBpoii,"Antonio Lucio Vivaldi (4 March 1678 – 28 July 1741) was an Italian composer, virtuoso violinist, impresario of Baroque music, and Roman Catholic priest. He is regarded as one of the leading Baroque composers, with a significant influence across Europe during his lifetime. Vivaldi contributed to developments in orchestration, violin technique, and programmatic music. He played a key role in consolidating the concerto form, particularly the solo concerto, into a widely recognised musical idiom. <a href=""https://www.last.fm/music/Antonio+Vivaldi"">Read more on Last.fm</a>",1888862,40687135,Georg Friedrich Händel,Johann Sebastian Bach,Wolfgang Amadeus Mozart
Giuseppe Verdi,orchestra,track,"Nabucco: Chorus of the Hebrew Slaves: Va, pensiero",2001,4zVe68nE1nBxaH2dldOPWl,"Giuseppe Fortunino Francesco Verdi (La Roncole, Italy, October 9 or 10, 1813 – January 27, 1901) was an Italian Romantic composer, mainly of opera. He was one of the most influential composers in the 19th century. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture - such as ""La donna è mobile"" from Rigoletto, ""Va <a href=""https://www.last.fm/music/Giuseppe+Verdi"">Read more on Last.fm</a>",867112,9470879,Gaetano Donizetti,Giacomo Puccini,Vincenzo Bellini
Giuseppe Verdi,orchestra,track,Verdi: Messa da Requiem: III. Dies iræ,2001,1onHNyYpDyvod8zF92nTl7,"Giuseppe Fortunino Francesco Verdi (La Roncole, Italy, October 9 or 10, 1813 – January 27, 1901) was an Italian Romantic composer, mainly of opera. He was one of the most influential composers in the 19th century. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture - such as ""La donna è mobile"" from Rigoletto, ""Va <a href=""https://www.last.fm/music/Giuseppe+Verdi"">Read more on Last.fm</a>",867112,9470879,Gaetano Donizetti,Giacomo Puccini,Vincenzo Bellini
John Williams,orchestra,track,The Face of Voldemort,2001,6RfmJu25OIAxSrCxqH9mRT,"There are at least five artists with this name; 1) John Towner Williams (born February 8, 1932) is an American composer, conductor, and pianist. With a career spanning over six decades, he has composed some of the most popular, recognizable, and critically acclaimed film scores in cinematic history, including those of the Star Wars series, Jaws, Close Encounters of the Third Kind, Superman, E.T. the Extra-Terrestrial, the Indiana Jones series, the first two Home Alone films <a href=""https://www.last.fm/music/John+Williams"">Read more on Last.fm</a>",2075733,63107596,James Horner,Nicholas Hooper,Patrick Doyle
Philharmonia Orchestra,orchestra,track,Pagliacci: Recitar!...Vesti la giubba (Act I),2001,608olpR0tojnhidDEvsv4A,"The Philharmonia is an orchestra based in London. Since 1995 it has been based in the Royal Festival Hall. In Britain it is also the Resident Orchestra at De Montfort Hall, Leicester and the Bedford Corn Exchange. The orchestra was founded in 1945 by Walter Legge, and although it did give the occasional live concert, it was mainly intended to be a recording orchestra for EMI, where Legge was an executive. Thomas Beecham led its debut concert in 1946 <a href=""https://www.last.fm/music/Philharmonia+Orchestra"">Read more on Last.fm</a>",142010,868855,Berliner Philharmoniker,Orchestre de Paris,Royal Concertgebouw Orchestra
Elvis Presley,orchestra,track,Hound Dog,2001,2BpTHqyPPdjPN6PNB5Vc69,"Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer and actor. Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"". Presley was born in Tupelo, Mississippi, and relocated to Memphis, Tennessee, with his family when he was 13 years old. His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience. <a href=""https://www.last.fm/music/Elvis+Presley"">Read more on Last.fm</a>",3968737,125970085,Jerry Lee Lewis,Chuck Berry,Little Richard
Wolfgang Amadeus Mozart,orchestra,track,"Ein musikalischer Spass, K. 522: IV. Presto",2001,0QnYqbwMFLxPypDBA8QdeT,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",2417021,69063685,Ludwig van Beethoven,Johann Sebastian Bach,Franz Schubert
Hector Berlioz,orchestra,track,"Symphonie fantastique, Op. 14, H 48: III. Scène aux champs",2001,6JML9PPWNMrtNH0aMftrU1,"Louis Hector Berlioz (born 11 December 1803; died 8 March 1869) was a French Romantic composer best known for the Symphonie fantastique, first performed in 1830, and for his Requiem - Grande messe des morts - of 1837, with its tremendous resources that include four antiphonal brass choirs. Berlioz was born in France at La Côte-Saint-André in the département of Isère, between Lyon and Grenoble. His father was a physician, and young Hector was sent to Paris to study medicine at the age of eighteen. <a href=""https://www.last.fm/music/Hector+Berlioz"">Read more on Last.fm</a>",442854,2597299,Camille Saint-Saëns,Richard Strauss,Gustav Mahler
Jean Sibelius,orchestra,track,"Sibelius: Finlandia, Op. 26",2001,6HknRM996YMa7VSBFYlnPJ,"Jean Sibelius (8 December 1865 – 20 September 1957) was a Finnish composer of the late Romantic and early modern periods. He is widely regarded as Finland's greatest composer, and his music is often credited with contributing to the development of a stronger national identity during a time when the country faced efforts at Russification in the late 19th century. Sibelius’s core works include seven symphonies, which, along with his other major compositions, are frequently performed and recorded both in Finland and internationally. <a href=""https://www.last.fm/music/Jean+Sibelius"">Read more on Last.fm</a>",884401,8194895,Johannes Brahms,Robert Schumann,Felix Mendelssohn
Johann Sebastian Bach,orchestra,track,"Bach: Orchestral Suite No. 3 in D Major, BWV 1068: Air (Version for Violin and Orchestra)",2001,65xWl4jJ9DlQf0O41zX3M2,"Johann Sebastian Bach (31 March 1685 – 28 July 1750) was a German composer and musician of the late Baroque period. He composed a wide range of music across various instruments and forms, including orchestral works such as the Brandenburg Concertos; solo instrumental pieces like the cello suites and the sonatas and partitas for solo violin; keyboard compositions including the Goldberg Variations and The Well-Tempered Clavier; organ works such as <a href=""https://www.last.fm/music/Johann+Sebastian+Bach"">Read more on Last.fm</a>",2409686,93303532,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Georg Friedrich Händel
Richard Wagner,orchestra,track,"Wagner: Tannhäuser, Act 3: ""O! du mein holder Abendstern"" (Wolfram)",2001,7FZWHMHFqgwpAGVvfVatJa,"Wilhelm Richard Wagner (22 May 1813 – 13 February 1883) was a German composer, theatre director, polemicist, and conductor who is chiefly known for his operas (or, as some of his later works were later known, ""music dramas""). Unlike most opera composers, Wagner wrote both the libretto and the music for each of his stage works. Initially establishing his reputation as a composer of works in the romantic vein of Carl Maria von Weber and Giacomo Meyerbeer <a href=""https://www.last.fm/music/Richard+Wagner"">Read more on Last.fm</a>",851141,10079704,Giuseppe Verdi,Richard Strauss,Ludwig van Beethoven
Richard Wagner,orchestra,track,"Wagner: Tannhäuser, Act 2: ""Gar viel und schön ward hier in dieser Halle"" (Landgraf, Ritter, Edelfrauen, Edelknaben)",2001,05Tv8D81fENpUraJ6DQOKx,"Wilhelm Richard Wagner (22 May 1813 – 13 February 1883) was a German composer, theatre director, polemicist, and conductor who is chiefly known for his operas (or, as some of his later works were later known, ""music dramas""). Unlike most opera composers, Wagner wrote both the libretto and the music for each of his stage works. Initially establishing his reputation as a composer of works in the romantic vein of Carl Maria von Weber and Giacomo Meyerbeer <a href=""https://www.last.fm/music/Richard+Wagner"">Read more on Last.fm</a>",851141,10079704,Giuseppe Verdi,Richard Strauss,Ludwig van Beethoven
Wolfgang Amadeus Mozart,orchestra,track,"Concerto for Flute and Harp in C Major, K. 299: II. Andante",2001,69mgDujYcc7djM5g5CDppe,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",2417021,69063685,Ludwig van Beethoven,Johann Sebastian Bach,Franz Schubert
John Williams,orchestra,track,In the Devil's Snare and the Flying Keys,2001,2fT1MtBfiyXAPWvJUhTlMM,"There are at least five artists with this name; 1) John Towner Williams (born February 8, 1932) is an American composer, conductor, and pianist. With a career spanning over six decades, he has composed some of the most popular, recognizable, and critically acclaimed film scores in cinematic history, including those of the Star Wars series, Jaws, Close Encounters of the Third Kind, Superman, E.T. the Extra-Terrestrial, the Indiana Jones series, the first two Home Alone films <a href=""https://www.last.fm/music/John+Williams"">Read more on Last.fm</a>",2075733,63107596,James Horner,Nicholas Hooper,Patrick Doyle
Sergei Rachmaninoff,orchestra,track,"Symphony No. 2 in E minor, Op. 27: 3. Adagio - Extract",2001,4R4lkiXbg0Y5A1ym5pqB4t,"Sergei Vasilyevich Rachmaninoff (1 April [O.S. 20 March] 1873 – 28 March 1943) was a Russian composer, pianist, and conductor. He is recognised as a prominent figure in late Romantic-era music, with a style that evolved from early influences such as Tchaikovsky and Rimsky-Korsakov to a more individual approach characterised by lyrical melodies, expressive harmonies, and complex textures. The piano played a central role in his compositions, and his experience as a performer informed his writing for the instrument. <a href=""https://www.last.fm/music/Sergei+Rachmaninoff"">Read more on Last.fm</a>",1116990,16414563,Franz Liszt,Dmitri Shostakovich,Robert Schumann
ORF Orchestra,orchestra,track,Diamonds,2001,1OmcApU7jJd0mUXMI9voqA," <a href=""https://www.last.fm/music/Orf+Orchestra"">Read more on Last.fm</a>",3913,22659,Kenny Salmon,Pierre Arvay,Anthony Mawer
Antonio Vivaldi,orchestra,track,"Concerto for 2 Oboes in A Minor, RV 536: III. Allegro",2001,1cGFasm85f4T9C0EasSURG,"Antonio Lucio Vivaldi (4 March 1678 – 28 July 1741) was an Italian composer, virtuoso violinist, impresario of Baroque music, and Roman Catholic priest. He is regarded as one of the leading Baroque composers, with a significant influence across Europe during his lifetime. Vivaldi contributed to developments in orchestration, violin technique, and programmatic music. He played a key role in consolidating the concerto form, particularly the solo concerto, into a widely recognised musical idiom. <a href=""https://www.last.fm/music/Antonio+Vivaldi"">Read more on Last.fm</a>",1888862,40687135,Georg Friedrich Händel,Johann Sebastian Bach,Wolfgang Amadeus Mozart
Kaizers Orchestra,orchestra,track,Ompa til du dør,2001,1yqiLScSRfdnhK5lf590yT,"Kaizers Orchestra is a Norwegian alternative rock group. Owing to their energetic live concerts and critically praised recordings, they are among the most popular and acclaimed musical acts in their homeland, and have also gained international renown; they are among the first Norwegian artists (outside the genre of black metal) to gain international recognition and popularity while singing in their native language. Their work spans a multitude of genres, from ompa rock and gypsy punk to surf rock and rnb. <a href=""https://www.last.fm/music/Kaizers+Orchestra"">Read more on Last.fm</a>",176231,11384399,Skambankt,KarPe,deLillos
Moloko,orchestra,track,Knee Deepen - Salt City Orchestra Edit,2001,3XB8aBieNEpxiNj5CatzZ5,"Moloko was a trip-hop / electropop band from Sheffield, UK, founded by Mark Brydon (b. Sunderland, UK) and Róisín Murphy (b. Arklow, Ireland), in 1995. It debuted with the Moloko EP (May 1995, Echo) and later with Do You Like My Tight Sweater? (Sept 1995, Echo). Their latest and final studio album is Statues, released in 2003. They met at a Sheffield party, when Murphy had no prior professional singing experience. Meanwhile, Brydon had a thirteen-year musical résumé, first with Chakk / Hula pioneering EBM (then, aka big beat). <a href=""https://www.last.fm/music/Moloko"">Read more on Last.fm</a>",1294156,22968105,Marsmobil,Berry Weight,Smith & Mighty
Mantovani,orchestra,track,Malagueña,2001,4AMGhRVpGJnriqNmd5dsXs,"Mantovani was born in Venice, Italy and his father was the concertmaster of La Scala orchestra under Arturo Toscanini. His family moved to England in 1912, where he studied at Trinity College of Music in London. After graduation, he formed his own orchestra, which played in and around Birmingham. By the time World War II broke out, his orchestra was one of the most popular in UK, both on the BBC and in live performances. He was also musical director for a large number of musicals and other plays, including ones by Noel Coward. <a href=""https://www.last.fm/music/Mantovani"">Read more on Last.fm</a>",88941,827078,James Last,101 Strings Orchestra,Frank Chacksfield
Karl Jenkins,orchestra,track,The Armed Man - A Mass For Peace: I. The Armed Man,2001,7xRO6wrjYqdtWSqTzJssAN,"Karl Jenkins (b. 17 february 1944) is a Welsh musician and composer Jenkins was born in Penclawdd, Gower, Wales. After attending the University of Wales, Cardiff, he began postgraduate studies at the Royal Academy of Music, London. It was in jazz that he initially made his mark. In the days of Jazz Polls he was a prolific poll winner, playing at Ronnie Scott’s club before co-forming Nucleus, which won first prize at the Montreux Jazz Festival. <a href=""https://www.last.fm/music/Karl+Jenkins"">Read more on Last.fm</a>",367160,2831853,Adiemus,David Arkenstone,Gregorian
Stanley Myers,orchestra,track,Cavatina,2001,29b8oIzxZvWpn3CC3pS3fz,"Stanley Myers (October 6, 1930 – November 9, 1993), was a prolific British film composer who scored over sixty films. Born in Birmingham, Myers went to the prestigious King Edward's High School in Edgbaston as a teenager, a suburb of Birmingham. He is related to the popular musician Andrew Myers from Nettleham Lincolnshire. He is indisputably best known for Cavatina, an evocative guitar piece that served as the signature theme for Michael Cimino's 1978 film The Deer Hunter, and for which Myers won the Ivor Novello Award. <a href=""https://www.last.fm/music/Stanley+Myers"">Read more on Last.fm</a>",126035,462565,John Barry,Ennio Morricone,Jerry Goldsmith
Edvard Grieg,orchestra,track,"In Autumn, Op. 11",2001,0Yvbglku9m9xG3YcgGk0RA,"Edvard Hagerup Grieg (15 June 1843 – 4 September 1907) was a Norwegian composer and pianist. He is widely considered one of the leading Romantic era composers, and his music is part of the standard classical repertoire worldwide. His use and development of Norwegian folk music in his own compositions put the music of Norway in the international spectrum, as well as helping to develop a national identity, much as Jean Sibelius and Antonín Dvořák did in Finland and Bohemia, respectively. <a href=""https://www.last.fm/music/Edvard+Grieg"">Read more on Last.fm</a>",1280535,13610150,Antonín Dvořák,Robert Schumann,Johannes Brahms
Moscow Chamber Orchestra,orchestra,track,The Rush Light,2001,2xwwTV0ApVNIpp87QkxFfx,"From Wikipedia: The Moscow Chamber Orchestra is a Chamber Orchestra based in Moscow, Russia, and assigned to the Moscow Philharmonia, a State run enterprise under the patronage of the Ministry of Culture. Rudolf Barshai (Russian: Рудольф Борисович Баршай, September 28, 1924 – November 2, 2010) was a virtuoso viola player and a founding member of the Borodin Quartet. He left the Quartet to pursue his conducting ambitions. Barshai assembled young <a href=""https://www.last.fm/music/Moscow+Chamber+Orchestra"">Read more on Last.fm</a>",3886,18201,London Concertante,Carlo Rizzi,Columbia Symphony Orchestra
London Metropolitan Orchestra,orchestra,track,"The Mission Begins (From the HBO Miniseries ""Band of Brothers"" Soundtrack)",2001,4IoqDx6XDIYql4ZMYD4JtI,"Also known as The London Metropolitan Orchestra, the LMO is London’s finest multimedia orchestra and has been engaged by all the major Hollywood studios and worldwide record companies since its formation in 1994. The orchestra employs London’s best musicians renowned for their virtuosity, combining to give universally acclaimed performances. LMO has worked with many of film music’s best known composers such as Michael Kamen, Howard Shore, Danny Elfman <a href=""https://www.last.fm/music/London+Metropolitan+Orchestra"">Read more on Last.fm</a>",69633,667979,The London Metropolitan Orchestra,Zoe Kamen,Hugh Bean/New Philharmonia Orchestra/Sir Adrian Boult
Camille Saint-Saëns,orchestra,track,"Introduction et Rondo capriccioso, Op. 28, R. 188",2001,4hIifeWsD8PQJpemqAI9eV,"Camille Saint-Saëns (1835-1921) was a French Romantic composer, pianist, organist, and teacher. Born in Paris on 9th October 1835, Saint-Saëns was a child prodigy. He had lessons with Camille-Marie Stamaty and Alexandre Pierre François Boëly, going on to the Paris Conservatoire in 1848, where he was taught by Fromental Halévy . He soon came to the notice - and earned the admiration of - such eminent composers as Charles Gounod, Gioacchino Rossini, Hector Berlioz, and Franz Liszt. <a href=""https://www.last.fm/music/+noredirect/Camille+Saint-Sa%C3%ABns"">Read more on Last.fm</a>",1345941,15037115,Johannes Brahms,Pyotr Ilyich Tchaikovsky,Felix Mendelssohn
Karl Jenkins,orchestra,track,The Armed Man - A Mass For Peace: V. Sanctus,2001,2v9N95Rk2g6G2MZuxCJORL,"Karl Jenkins (b. 17 february 1944) is a Welsh musician and composer Jenkins was born in Penclawdd, Gower, Wales. After attending the University of Wales, Cardiff, he began postgraduate studies at the Royal Academy of Music, London. It was in jazz that he initially made his mark. In the days of Jazz Polls he was a prolific poll winner, playing at Ronnie Scott’s club before co-forming Nucleus, which won first prize at the Montreux Jazz Festival. <a href=""https://www.last.fm/music/Karl+Jenkins"">Read more on Last.fm</a>",367160,2831853,Adiemus,David Arkenstone,Gregorian
Harry Gregson-Williams,orchestra,track,"""My Name Is Tom"" - Original Motion Picture Soundtrack",2001,696PbBlsr7oMERXMwXcSAR,"Harry Gregson-Williams (born 13 December 1961) is an English composer, orchestrator, conductor, and music producer. He has regularly written for video games, television and films, such as the Metal Gear series, Spy Game, Phone Booth, Man on Fire, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Déjà Vu, X-Men Origins: Wolverine, The Martian, and the Shrek franchise. He is the older brother of composer Rupert Gregson-Williams. Gregson-Williams won a musical scholarship to St John's College School <a href=""https://www.last.fm/music/Harry+Gregson-Williams"">Read more on Last.fm</a>",712502,14565723,日比野則彦,James Horner,James Newton Howard
