artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Dan Zanes,rock,track,All My Friends Live In The Woods,2000,2Ejv25qNWF3JmHh2HBvaBE,"Dan Zanes was born in Exeter, New Hampshire in 1961. He was a member of the Del Fuegos from the beginning to the end of the eighties. In 1994, he released a solo CD, “Cool Down Time,” shortly after which he moved to Brooklyn, N.Y. with his wife and daughter, where he then released Rocket Ship Beach (2000), launching his own record label, Festival Five Records. The CD was an immediate hit with families around America, as well as with the New York Times Magazine <a href=""https://www.last.fm/music/Dan+Zanes"">Read more on Last.fm</a>",52393,346237,Sergio Cervetti,A.O.S.,Film Dialogue
Rockell,rock,track,Tears,2000,0MHz6quCsXhfFCas8kZlRW,"Rachel Alexandra Mercaldo (born March 4, 1977 in Staten Island, New York), better known as Rockell, is an American Freestyle music, Club/Dance, Hi-NRG and Pop singer-songwriter. In the late 1990s, she had major dance hits with the songs ""In a Dream,"" ""When I'm Gone,"" and ""Can't We Try"" (a duet with Collage and remake of the Dan Hill and Vonda Shepard 1987 hit song). All of these tracks appeared on her 1998 debut album entitled What Are You Lookin' At?. <a href=""https://www.last.fm/music/Rockell"">Read more on Last.fm</a>",58062,351830,Lil Suzy,Cynthia,Stevie B
Johnny Hallyday,rock,track,Nadine,2000,5yqt78iUmKH8MlVyf71Y39,"Jean-Philippe Léo Smet, known as Johnny Hallyday (/ˈhɔːlɪdeɪ/, HALL-id-AY; born 15 June 1943 in Paris – died 5 December 2017 in Marnes-la-Coquette), was a French singer, songwriter and actor. Influenced by Elvis Presley and the 1950s rock 'n' roll revolution, Hallyday became famous in the 1960s for singing rock 'n' roll in French. Hallyday's father, Léon Smet (1908–1989), was Belgian; his mother, Huguette Clerc (1920–2007), was French. <a href=""https://www.last.fm/music/Johnny+Hallyday"">Read more on Last.fm</a>",169460,2354542,Michel Sardou,Jean-Jacques Goldman,Daniel Balavoine
Heredeiros Da Crus,rock,track,Borracho Son Pelijroso,2000,6QjBG9voYX7Ju2AnXnnEp1,"Heredeiros da Crus (Heirs of the Cross) was a rock band from Castiñeiras, Ribeira (Galiza - Spain) formed in 1992 by Tonhito de Poi. In 1995 they collaborated with two songs for the 'A cantar con Xabarín' CD of the galician tv program 'Xabarín Club': ""O porquiño"" and ""¡Qué jallo é"", and one year later with the song ""Iscalle lura"". Their style is basically about covering classic rock songs but with lyrics in galician, using local variations of the language and always singing about hilarious and popular themes. <a href=""https://www.last.fm/music/Heredeiros+Da+Crus"">Read more on Last.fm</a>",5655,220945,O Caimán do Río Tea,Jabón Blue,Dios Ke Te Crew
The Jumping Jewels,rock,track,Rock - A - Bye – Baby,2000,5ZCkyZX1n01N1yc0vD6uIO,"Founded as Johnny & The Jewels, The Jumping Jewels were a Dutch guitar group, active from 1960 to 1965. Heavily influenced by the sound of The Shadows and fronted by Johnny Lion ('the Dutch Cliff Richard'), The Jumping Jewels were possibly Holland's most popular group of the 'pre-Beatles' era (the Fab Four visited The Netherlands in June 1964, an event regarded by many Dutchmen as the advent of 1960s youth culture). Line-up: Johnny Lion (real name: Jan van Leeuwarden): vocals <a href=""https://www.last.fm/music/The+Jumping+Jewels"">Read more on Last.fm</a>",2330,11494,The Blue Diamonds,The String-A-Longs,Whistling Jack Smith
Barney,rock,track,Rock-N-Roll Star,2000,6CNEadqDrTQrVPrTYZv8tR,"There is more than one artist with this name: 1) Barney is a purple dinosaur from our imagination, and when he's tall he's what we call a dinosaur sensation. Barney's friends are big and small they come from lots of places. After school we need to play and sing with happy faces. Barney show's us lots of things like how to play pretend, ABCs, and 123s, and how to be a friend. <a href=""https://www.last.fm/music/Barney"">Read more on Last.fm</a>",86563,1044690,Mother Goose Club,The Kiboomers,Super Simple Songs
Los Teen Tops,rock,track,Rock de la Cárcel,2000,0FV9hapSAVhhw386IB0aTS,"The singer's name is Enrique Guzman....everybody knows who he is.. <a href=""https://www.last.fm/music/Los+Teen+Tops"">Read more on Last.fm</a>",20970,138414,Los Rebeldes Del Rock,Cesar Costa,Enrique Guzmán & Teen Tops
Diesel,rock,track,Rocky Mountain Way,2000,2RfVIrMvpQxh7JsQXkOH5g,"There are at least six artists with the name Diesel. 1) Diesel is an Australian musician, songwriter & guitarist. He has recorded nine albums under either his birth name of Mark Lizotte or the epithet Diesel. He also released 2 albums with his group Johnny Diesel & The Injectors. Two of his albums have been No. 1 Australian hits and he has also played on several albums by his brother-in-law, rock singer Jimmy Barnes. Best known as a singer and guitarist, Diesel is also competent on bass guitar, drums and percussion and keyboards. <a href=""https://www.last.fm/music/Diesel"">Read more on Last.fm</a>",103311,795674,Ian Moss,Hunters & Collectors,Hoodoo Gurus
Magic Dirt,rock,track,Rockstars,2000,6ckXh173mJuCrFflvRrC5l,"Magic Dirt is an Australian rock band fronted by Adalita. Formed in 1992 in Geelong, Victoria, they are currently on hiatus following the tragic death of bassist Dean Turner to cancer. They are one of the longest running, critically acclaimed (although far from commercially successful) bands to have come out of the Australian music scene. Magic Dirt have released 8 albums and 3 EPs during their career, balancing a fine line between improvisational noise and alternative rock, and remaining a staple of influential radio station Triple J. <a href=""https://www.last.fm/music/Magic+Dirt"">Read more on Last.fm</a>",34728,501547,Ammonia,You Am I,The Fauves
Mystery Gang,rock,track,Rockin' Daddy,2000,1P745Ib5QUrJGmC6VUqmVP,"Band formed in 1998 first release: 7"" at Revell Yell, Japan second release: CD at Nervous - UK third release: CD at Hipstersound - USA fourht release: Jungle Fever on Rhythm Bomb - D mystery gang are one of those band you come across that capture the true meanin of psychobilly...even tho the don't wear the quiffs or dress the dress...they totally rock!! a mix of hazel adkins meet the modern psychobilly band of your dream....if your looking for a quirky but true band to follow...check'em out!! <a href=""https://www.last.fm/music/Mystery+Gang"">Read more on Last.fm</a>",4950,88560,Yellow Spots,The Jet-sons,Hungária
Guitar Wolf,rock,track,ロックで殺せ！(Etiquette Version),2000,4qO062iDpdPJvXq9bCzwa2,"The band Guitar Wolf (ギターウルフ), founded in Nagasaki, Japan in 1987, are known for their piercing vocals and extremely loud style of garage punk that emphasized heavy distortion. They coined the phrase ""Jett Rock 'n' Roll"", a homage to rocker Joan Jett, which they also use to describe their musical style - an energetic cross between The Ramones, rockabilly, classic punk, and noise rock. The band star in cult classic zombie flick Wild Zero. <a href=""https://www.last.fm/music/Guitar+Wolf"">Read more on Last.fm</a>",61225,1038209,Teengenerate,The Stalin,The Mummies
Amazing Rhythm Aces,rock,track,"The Rock - Live, Bremen, 2000",2000,2fHmfDZDofuI8KH56iRUIA," <a href=""https://www.last.fm/music/+noredirect/Amazing+Rhythm+Aces"">Read more on Last.fm</a>",11031,66967,Delbert McClinton,Little Feat,Poco
The Popes,rock,track,Rock 'n' Roll Band,2000,3BMTRdopLWLLgaWCFT6Vzq,"The Popes were originally assembled by Shane MacGowan (the Pogues) after he either quit (his version) or was booted (the band's version) from the Pogues. Although they began life as Shane's backing band, Shane's somewhat ""erratic"" behavior gave them the incentive and the room to branch out on their own a bit. They have released two studio cds, ""Holloway Boulevard"" and ""Outlaw Heaven"" both on Snapper records, and a live set coupled with the studio set, also on Snapper Records. <a href=""https://www.last.fm/music/The+Popes"">Read more on Last.fm</a>",9714,72399,Biblecode Sundays,Greenland Whalefishers,Shane MacGowan
Joe Walsh,rock,track,Rocky Mountain Way,2000,01FhWN14hzwMNYQg2I5vjk,"Joseph Fidler ""Joe"" Walsh (born November 20, 1947) is an American guitarist, songwriter, and rock musician. He has served stints in two successful bands, the James Gang and the Eagles. He has also experienced success as a solo artist. A native of Wichita, Kansas, Walsh moved to Montclair, New Jersey and attended Montclair High School. He spent time in various bands playing around the Cleveland area while attending Kent State University, but came to widespread attention in 1969 after replacing Glen Schwartz as lead guitarist for the James Gang <a href=""https://www.last.fm/music/Joe+Walsh"">Read more on Last.fm</a>",671918,5201209,James Gang,Steve Miller Band,Bachman-Turner Overdrive
Ed Rush,rock,track,Rock Tha House,2000,3TWZTB9faKwhOY6s3iXBfm,"Ben Settle, or better known as Ed Rush, is one of the current leaders of the new school drum and bass. One of the originators to bring back the dark sounds of drum and bass and push it to new levels, Ed Rush continues to make waves with each new release. Born in West London, Ed Rush originally started out as a b-boy (breakdancer), but eventually found the growing underground rave scene. Fascinated by the breaks in the hardcore sounds at the time, Ed Rush convinced his neighbor, Nico Sykes, to let him produce tracks with him. <a href=""https://www.last.fm/music/Ed+Rush"">Read more on Last.fm</a>",71224,504288,Ed Rush & Optical,Optical,Dillinja
3X Krazy,rock,track,Rocketship,2000,3KAJtAFPNEINlhRQhiurXJ,"3X Krazy was formed in 1994 and were signed to Str8 Game Records. Prior to the formation of 3X Krazy, Agerman and Keak da Sneak were a duo known as Dual Committee. As Dual Committee they received their first record deal with AWOL Records. Although an album was never released on AWOL, Dual Committee appeared on two songs off of fellow label-mate C-Bo's second release, The Autopsy. After parting ways with AWOL, B.A. (then known as Bart AKA Mr Kamikaze) joined the group and 3X Krazy was formed. <a href=""https://www.last.fm/music/3X+Krazy"">Read more on Last.fm</a>",27451,158709,11/5,Cellski,Young Lay
The Velvet Underground,rock,track,"Rock And Roll - Live At The Matrix, San Francisco, CA / 1969",2000,6s6VV7DPuhyfaMYVCHWdrJ,"The Velvet Underground were an American rock band formed in New York City in 1964. It originally comprised singer and guitarist Lou Reed, Welsh multi-instrumentalist John Cale, guitarist Sterling Morrison, and drummer Angus MacLise. In 1965 MacLise was replaced by Moe Tucker, who played on most of the band's recordings. Though their integration of rock and the avant-garde resulted in little commercial success, they became one of the most influential bands in rock, underground, experimental, and alternative music. <a href=""https://www.last.fm/music/The+Velvet+Underground"">Read more on Last.fm</a>",2941804,114099576,Lou Reed,The Stooges,John Cale
The Judds,rock,track,Rockin' With The Rhythm Of The Rain - Live,2000,74X536u3RCM3fK5DFKuq86,"The Judds was an American country music duo of Naomi Judd (born Diana Ellen Judd on 11 January 1946; died 30 April 2022) and her daughter Wynonna Judd. The duo signed to RCA Nashville in 1983 and released six studio albums between then and 1991. One of the most successful acts in country music history, the duo won five Grammy Awards for Best Country Performance by a Duo or Group with Vocal, and nine Country Music Association awards. They also had 25 singles on the country music charts between 1983 and 2000, of which 14 went to No. <a href=""https://www.last.fm/music/The+Judds"">Read more on Last.fm</a>",115094,1125965,Earl Thomas Conley,Ronnie Milsap,Steve Wariner
Louis Armstrong,rock,track,Rockin' Chair,2000,3H1wjKRWNkBgZm1sEQTBTp,"Louis Armstrong (August 4, 1901 - July 6, 1971) nicknamed Satchmo or Pops, was an American jazz trumpeter and singer from New Orleans, Louisiana. Coming to prominence in the 1920s as an inventive trumpet and cornet player, Armstrong was a foundational influence in jazz, shifting the focus of the music from collective improvisation to solo performance. With his instantly-recognizable gravelly voice, Armstrong was also an influential singer, demonstrating great dexterity as an improviser <a href=""https://www.last.fm/music/Louis+Armstrong"">Read more on Last.fm</a>",2710520,39418797,Ella Fitzgerald,Duke Ellington,Ella Fitzgerald & Louis Armstrong
The Beach Boys,rock,track,Rock And Roll Music - Remastered,2000,6VMjPrysXNVIv9cZXnc0ch,"The Beach Boys is an American rock band formed in Hawthorne, California, in 1961. The original lineup included brothers Brian, Dennis, and Carl Wilson, their cousin Mike Love, and their friend Al Jardine. Known for their vocal harmonies and lyrics often centered on youth culture, the band drew influence from older pop vocal groups, 1950s rock and roll, and rhythm and blues. Under Brian Wilson's leadership, their music sometimes incorporated elements of classical and jazz, as well as experimental recording techniques. <a href=""https://www.last.fm/music/The+Beach+Boys"">Read more on Last.fm</a>",3776841,138093515,Brian Wilson,Dennis Wilson,Van Dyke Parks
Sade,rock,album,Lovers Rock,2000,0NxA1D1taWpPdIc6uIlAi9,"Sade (pronounced shah-day) is an English band formed in London in 1982, named after their lead singer, Sade Adu. Their music features elements of soul, quiet storm, smooth jazz and sophisti-pop. All of their albums, including compilations and a live album, have charted in the US Top Ten. Three of their members were originally from Hull in the East Riding of Yorkshire. Sade was formed in 1982, when members of Latin soul band Pride — Sade Adu, (real name Helen Folasade Adu - born 16 January 1959 in Ibadan <a href=""https://www.last.fm/music/Sade"">Read more on Last.fm</a>",2791384,94718422,Erykah Badu,Solange,Anita Baker
La Fuga,rock,album,A golpes de Rock'n'Roll,2000,7hwGksKIvfyqDj6iAAm1LV,"Spanish rock band La Fuga were born in July of 1996 in Reinosa, a small industrial town south of Cantabria. Edu (drums), Rulo (guitar and voice), Fito (lead guitar and voice), and Inaki (bass) all left previous bands behind in hopes of forming a solid group. It was not long before La Fuga were performing regularly in Reinosa and the surrounding area. In June of 1997 the group took to the studio to record its first record, the self-produced El Camino. <a href=""https://www.last.fm/music/La+Fuga"">Read more on Last.fm</a>",75866,2309283,Marea,Platero y tú,Extremoduro
Robbie Williams,rock,album,Rock DJ,2000,1jxLnjnpfQFoG0yDZivjYc,"Robert Peter Williams (born 13 February 1974) is an English singer and songwriter. He found fame as a member of the pop group Take That from 1990 to 1995, and achieved commercial success after launching a solo career in 1996. His debut studio album, Life thru a Lens, was released in 1997, and included his signature song, ""Angels"". His second album, I've Been Expecting You, featured the songs ""Millennium"" and ""She's the One"", his first number one singles. <a href=""https://www.last.fm/music/Robbie+Williams"">Read more on Last.fm</a>",2547265,59143259,Take That,Robbie Williams & Kylie Minogue,Robbie Williams & Nicole Kidman
Johnny & The Jailbirds,rock,album,Rockin' the Blues Away,2000,0orGbxHgPg21f6GVsZ6iOt," <a href=""https://www.last.fm/music/Johnny+&+The+Jailbirds"">Read more on Last.fm</a>",1316,10498,Hank Sundown & The Roaring Cascades,The Rockabilly Rebels,Emmy Lou and the rhythm boys
Various Artists,rock,album,Loud Rocks,2000,5PIDHpTCc6iT5WM2JZzFKu,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Azero,rock,album,Rock de Pueblo,2000,5B5oB4lzDo0Bx38ICcXeUV," <a href=""https://www.last.fm/music/Azero"">Read more on Last.fm</a>",5076,40883,Hirurko,Zirrosis,Benito Kamelas
Teddybears,rock,album,Rock 'n' Roll Highschool,2000,2vaE8vXhsN5d5gsnAN3C9T,"There is more than one group with the name Teddybears. 1. A popular Swedish electrorock band formed in 1991 2. The Teddy Bears were an American doo-wop group active in the 1950's which featured notorious producer Phil Spector. 3. A garage rock band from Norway formed in the early 2000's 1. Teddybears (Formerly known as Teddybears STHLM) is a Swedish rock band that formed in 1991. They began as Skull, a grindcore group. The band initially consisted of singer Patrik Arve and the brothers Joakim Åhlund and Klas Åhlund <a href=""https://www.last.fm/music/Teddybears"">Read more on Last.fm</a>",364649,4553074,Teddybears STHLM,Caesars,Kent
Maki Otsuki,rock,album,ROCK'N ROLL LOVE LETTER,2000,6sK4J3K6eoSulGxAxZexuF,"Maki Otsuki (大槻 真希, Ōtsuki Maki, born May 11, 1973 in Sabae, Fukui Prefecture, Japan) is a Japanese singer and musician. She is best known for performing the first two ending themes of One Piece and is currently the lead vocalist of the J-pop band CASSIS. <a href=""https://www.last.fm/music/+noredirect/Maki+Otsuki"">Read more on Last.fm</a>",32328,431342,D-51,BOYSTYLE,Hiroshi Kitadani
Martín Valverde,rock,album,RocksurrecciÃ³n,2000,0EQ5sgDIanPlTOOyPXOBG6," <a href=""https://www.last.fm/music/+noredirect/Mart%C3%ADn+Valverde"">Read more on Last.fm</a>",7608,71242,Martin Valverde,Hermana Glenda,Jésed
Mash,rock,album,Rock the Disco,2000,4Oncz5ASPcC9dihFtA2c8X,"There is more than one artist with this name. 1. MASH is a Japanese shoegaze band. 2. MASH was also an Italian dance-project consisting of the producers Luca Belloni, Massimo Moroldo, Claudio Lancini, F. Arcangeli, E. Galli & A. Di Stefano. 3. The Mash is a name under which the writers (Johnny Mandel and Mike Altman) of the theme song ""Suicide is Painless"" from the movie M*A*S*H are sometimes credited. 4. MASH is also the name of a Swiss pop group. <a href=""https://www.last.fm/music/Mash"">Read more on Last.fm</a>",35385,243828,Lemon's Chair,honeydip,Monocism
Various Artists,rock,album,ROCK FOR LOVERS VOL. II,2000,4kKey69YyQswEfiCcV1TNg,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Dan Zanes,rock,album,Rocket Ship Beach,2000,0XuyWTrLhNgUWT0cb7btJJ,"Dan Zanes was born in Exeter, New Hampshire in 1961. He was a member of the Del Fuegos from the beginning to the end of the eighties. In 1994, he released a solo CD, “Cool Down Time,” shortly after which he moved to Brooklyn, N.Y. with his wife and daughter, where he then released Rocket Ship Beach (2000), launching his own record label, Festival Five Records. The CD was an immediate hit with families around America, as well as with the New York Times Magazine <a href=""https://www.last.fm/music/Dan+Zanes"">Read more on Last.fm</a>",52393,346237,Sergio Cervetti,A.O.S.,Film Dialogue
Various Artists,rock,album,Rockin' Around the World (Teddy Boy Number Nine),2000,6o0YSoQ30m8MMaAyMwlxfT,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Mark Kozelek,rock,album,Rock 'N' Roll Singer,2000,5866J94MCDJmX5d7in000y,"Mark Kozelek (born January 24, 1967, in Massillon, Ohio) is an American musician, songwriter and producer. He is best known as the frontman of both Sun Kil Moon and Red House Painters. Kozelek was born and raised in Massillon, Ohio. Upon relocating to Atlanta, Georgia, he met drummer Anthony Koutsos. After the pair moved once again to San Francisco, California, Red House Painters formed in 1989 with the addition of guitarist Gorden Mack and bassist Jerry Vessel. <a href=""https://www.last.fm/music/Mark+Kozelek"">Read more on Last.fm</a>",248604,3873820,Sun Kil Moon,Red House Painters,Mark Kozelek & Jimmy Lavalle
Johnny Hallyday,rock,album,Rock 'N' Slow,2000,6GKOlwjzEIsT2upOyCiJvl,"Jean-Philippe Léo Smet, known as Johnny Hallyday (/ˈhɔːlɪdeɪ/, HALL-id-AY; born 15 June 1943 in Paris – died 5 December 2017 in Marnes-la-Coquette), was a French singer, songwriter and actor. Influenced by Elvis Presley and the 1950s rock 'n' roll revolution, Hallyday became famous in the 1960s for singing rock 'n' roll in French. Hallyday's father, Léon Smet (1908–1989), was Belgian; his mother, Huguette Clerc (1920–2007), was French. <a href=""https://www.last.fm/music/Johnny+Hallyday"">Read more on Last.fm</a>",169460,2354542,Michel Sardou,Jean-Jacques Goldman,Daniel Balavoine
Heredeiros Da Crus,rock,album,All Right Chicago (Rock'n'Roll),2000,71TSFmxAzdqJAdvIMIDcPy,"Heredeiros da Crus (Heirs of the Cross) was a rock band from Castiñeiras, Ribeira (Galiza - Spain) formed in 1992 by Tonhito de Poi. In 1995 they collaborated with two songs for the 'A cantar con Xabarín' CD of the galician tv program 'Xabarín Club': ""O porquiño"" and ""¡Qué jallo é"", and one year later with the song ""Iscalle lura"". Their style is basically about covering classic rock songs but with lyrics in galician, using local variations of the language and always singing about hilarious and popular themes. <a href=""https://www.last.fm/music/Heredeiros+Da+Crus"">Read more on Last.fm</a>",5655,220945,O Caimán do Río Tea,Jabón Blue,Dios Ke Te Crew
Gemini Five,rock,album,Babylon Rockets,2000,2NeeratNpyeOLXruFlpD8q,"Established in Stockholm, Sweden 2001 GEMINI FIVE´s strong material and heavy-catchy songs combined with their flamboyant-in-your-face-attitude makes them undefeatable. They create a heavy duty sound and their performance is ultra-heavy-cool-rock&roll. TIN STAR - The main songwriter. A hard working melody maker and cursed with the gift of being a talented composer 24/7. “I´ve always been a songwriter! I usually get inspired to write new songs listening to other bands thinking; -""Hey, I can do that. <a href=""https://www.last.fm/music/Gemini+Five"">Read more on Last.fm</a>",29222,411973,Babylon Bombs,Vains of Jenna,Dirty Penny
Gérard Blanchard,rock,album,Rock Amadour,2000,2ymNzWFslLel9LtHTZKLRT," <a href=""https://www.last.fm/music/+noredirect/G%C3%A9rard+Blanchard"">Read more on Last.fm</a>",4990,20639,Le Grand Orchestre Du Splendid,Robert Farel,Philippe Cataldo
Tehosekoitin,rock,album,Rock'n Roll Monster Movie Show,2000,6hYfqbQA036pKQ1agCNvsV,"Tehosekoitin was a Finnish rock band formed in 1991. The band made music with traditional rock 'n roll attitude. Besides pure rock 'n roll, they also made some songs which were more like jazz, blues or tender ballads than actual rock. Tehosekoitin was really popular in Finland. Tehosekoitin founded their own record company Levy-Yhtiö, which ended to be managed by Ari Tianen the guitarist of Tehosekoitin. made their first three recordings ""Greatest Hits II"", "". <a href=""https://www.last.fm/music/Tehosekoitin"">Read more on Last.fm</a>",71334,2965991,Eppu Normaali,Leevi and the Leavings,Apulanta
Various Artists,rock,album,Rock All Night,2000,2hoG2Tx3rBaHTsDZARI6Wt,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Dave Davies,rock,album,Rock Bottom: Live at the Bottom Line,2000,5Uk110hzIbhhABqgyYGTzQ,"David Russell Gordon ""Dave"" Davies (born 3 February 1947) is an English rock musician best known for his role as lead guitarist and vocalist for the English rock band The Kinks. In 2003, Davies was ranked 88th in Rolling Stone magazine's list of the ""100 Greatest Guitarists of All Time"". Dave Davies was born at 6 Denmark Terrace, Fortis Green, London. He was born the last of eight children, including six older sisters and an older brother, later bandmate Ray Davies. <a href=""https://www.last.fm/music/Dave+Davies"">Read more on Last.fm</a>",44026,227574,The Kinks,Ray Davies,Slade
Liquido,rock,album,At the Rocks,2000,4ablxxMQLfxYgAxbkkrnTG,"Liquido was a rock band formed in Germany in 1996 by the four friends Wolle Maier (drums), Wolfgang Schrödl (vocals, guitar, piano), Stefan Schulte-Holthaus (bass) and Tim Eiermann (vocals, guitar). Their only notable international hit, ""Narcotic"", was first released on a demo in 1996 and sold over 700.000 units when Virgin Records re-released it in 1998. Since then, Liquido hasn't been able to repeat this success, which led to a split from Virgin after two unsuccessful albums in 2004 and finally to the breakup of the band in 2009. <a href=""https://www.last.fm/music/Liquido"">Read more on Last.fm</a>",389330,4111118,Sportfreunde Stiller,Eagle-Eye Cherry,Reamonn
Doctor Rockit,rock,album,Indoor Fireworks (Re-Release),2000,7CKn2PMMpKU2XXR8F9Qgzj,"Matthew Herbert is an electronic music producer known for breaking the boundaries and conventions of the genre. Since 1996 he has released music on a variety of record labels under many aliases including Doctor Rockit, Wishmountain, Radio Boy, Mr. Vertigo, Transformer, under his own name and with his Big Band. He has played at the Montreux and North Sea Jazz Festivals, Paris' Pompidou Centre, Tokyo's Blue Note, Sonar and Glastonbury, and supported Bjork at the Hollywood Bowl. <a href=""https://www.last.fm/music/Doctor+Rockit"">Read more on Last.fm</a>",133886,809026,Louie Austen,Rouge Rouge,Variety Lab
Rock Explosion & The Shaking Hearts,rock,album,Rock Explosion and the Shaking Hearts,2000,0C8gMmhCxU4ORdaGlRkuik," <a href=""https://www.last.fm/music/Rock+Explosion+&+The+Shaking+Hearts"">Read more on Last.fm</a>",419,1862,Rob Rio,Mitch Woods and His Rocket 88‘S,Jump4Joy
Obiman,rock,album,On The Rocks (Café del Mar Mix),2000,48Qmv1k9EE2vJhSBgTPS2j,"Obiman was the brainchild of Morgan King with his old friend Uncle Al. Obiman's first single ""Rising"" was released on the Om label. ""On The Rocks"" was written as the second single, ending up on the Cafe Del Mar Album (vol 1). <a href=""https://www.last.fm/music/Obiman"">Read more on Last.fm</a>",32170,102866,Ver Vlads,Sisterlove,The Metaluna Mutant
The Pussycats,rock,album,Rock On!,2000,3ip51Miv9CILb1OEB9ZixW,"There have been multiple bands that have recorded as The Pussycats. 1. The Pussycats were a Norwegian rock band from Tromsø. Their members from 1963 to 1967 were Sverre Kjelsberg (bass, vocals), Trond Graff (guitar, vocals), Friedel Brandt (drums), Ottar Aasegg (lead guitar) and Ingemar Stjärndahl (keyboards, vocals) . After a few months in Norway they went out to Stockholm and were discovered by Sten Ekroth. The following year they recorded their first album with the title !!Psst !!Psst!!. <a href=""https://www.last.fm/music/The+Pussycats"">Read more on Last.fm</a>",6742,49868,The Young Generation,El Cuero,Jean & The Statesides
Tropical Del Bravo,rock,album,Rockanroleando Con…,2000,1q4IcotFI6MJUlyUaxMPo2," <a href=""https://www.last.fm/music/Tropical+Del+Bravo"">Read more on Last.fm</a>",7553,41038,Tropical Panamá,Mister Chivo,Los Plebeyos
Tribal Tech,rock,album,Rocket Science,2000,5VYzpqc33DonnJJYRF02ll,"Tribal Tech is a progressive fusion band, originally formed in 1984 by guitarist Scott Henderson and bass player Gary Willis. The band includes Scott Kinsey on keyboard and Kirk Covington on drums, and has produced nine albums that stretch the borders between blues, jazz, and rock. The band is widely regarded for the prodigious talents of its individual members and for its importance to the modern fusion music scene, but has informally dissolved following the release of 2000's Rocket Science, with the various members pursuing solo careers. <a href=""https://www.last.fm/music/Tribal+Tech"">Read more on Last.fm</a>",47493,537459,Scott Henderson,Greg Howe,Frank Gambale
Various Artists,rock,album,Rockabilly Gold,2000,3ftAbTxbqM2MLyNswTouD9,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Various Artists,rock,album,Rockabilly Fever,2000,2wwlScX2U8FKewql2t4o8f,"Warning! Deleting this artist may remove other artists and scrobbles from your library - please handle this with caution! Note: You can view albums tagged as 'Various Artists' in your library here. The term Various Artists is used in the record industry when numerous singers and musicians collaborate on a song or collection of songs. Most often on Last.fm, compilation album tracks appear under the name of Various Artists erroneously because the individual artist is not listed in the album's ID3 information. <a href=""https://www.last.fm/music/Various+Artists"">Read more on Last.fm</a>",661149,10093213,,,
Guitar Wolf,rock,album,ロックンロールエチケット,2000,1PqW14QspwBzvuJQ100Fyt,"The band Guitar Wolf (ギターウルフ), founded in Nagasaki, Japan in 1987, are known for their piercing vocals and extremely loud style of garage punk that emphasized heavy distortion. They coined the phrase ""Jett Rock 'n' Roll"", a homage to rocker Joan Jett, which they also use to describe their musical style - an energetic cross between The Ramones, rockabilly, classic punk, and noise rock. The band star in cult classic zombie flick Wild Zero. <a href=""https://www.last.fm/music/Guitar+Wolf"">Read more on Last.fm</a>",61225,1038209,Teengenerate,The Stalin,The Mummies
